   12.0913   -25.7563    13.1285
    7.9012   -23.7964    11.3145
    4.7086   -20.3868     7.9848
    5.5549   -17.7293     9.1452
    2.9486   -16.1521     2.9618
    2.4452   -15.2973    -1.4404
   -0.0708   -10.8105    -4.8931
   -2.1709    -8.0804    -6.6588
   -6.7042    -9.0277   -13.3223
  -12.0048    -6.4410   -13.2143
  -12.1164    -2.7144   -15.2762
  -16.0006     1.7399   -16.6427
  -18.2847     6.5226   -19.8920
  -21.7233     5.9813   -24.2065
  -24.9563     8.3867   -25.3894
  -27.0450    11.7664   -28.7123
  -30.8438    18.5511   -31.2691
  -34.5134    18.3421   -32.3566
  -35.0261    21.8496   -36.0049
  -38.1921    27.0422   -40.3260
  -39.8820    28.3292   -40.9287
  -45.4293    34.1875   -42.8066
  -47.0957    36.2344   -44.5836
  -48.9955    39.4798   -46.5489
  -49.2731    39.0902   -48.2199
  -53.4917    40.6660   -54.1804
  -55.5448    43.7389   -55.9717
  -56.0200    47.7130   -56.5785
  -60.6465    49.3185   -60.8932
  -63.6729    52.4587   -63.2084
  -66.7496    56.2632   -63.7312
  -69.6664    58.3859   -65.8698
  -69.6494    59.1654   -70.2014
   59.9311   -70.1518    59.9641
   56.6219   -66.0902    61.1383
   55.3518   -64.5829    56.9310
   53.2541   -58.3460    54.7315
   50.4532   -56.1943    49.5417
   46.4848   -58.1588    48.8323
   45.0280   -52.4804    48.1519
   41.4875   -49.4969    46.0601
   38.5198   -44.7922    41.5794
   34.8641   -42.0649    38.4735
   35.0261   -40.7251    36.8825
   31.3181   -37.4767    30.9921
   31.5127   -35.9301    27.3264
   29.7471   -36.6996    24.8646
   23.9478   -32.7999    23.6143
   20.2085   -31.4787    19.2929
   16.3308   -28.5807    14.8678
   12.6812   -28.4121    14.5814
    9.8209   -25.8464    13.5423
    5.4772   -22.7353    13.3625
    3.7391   -18.1666     9.3147
    3.2967   -16.9964     5.3239
    3.1630   -15.2424    -1.3933
    2.8477   -15.7629    -5.9419
    1.2068   -11.2819    -6.6278
   -4.6834   -11.1810   -10.1160
   -6.4838    -9.0310   -13.3308
  -11.7373    -7.9751   -16.1954
  -13.3635    -5.6127   -17.4640
  -17.0062     0.7278   -16.0636
  -19.3839     2.2753   -19.3001
  -22.4684     6.3258   -23.4178
  -25.1560     8.8509   -24.2979
  -28.0257    10.7323   -28.1202
  -32.8015    15.3647   -29.1435
  -35.5229    19.8302   -32.8465
  -34.5273    21.7520   -36.5145
  -38.2058    24.6277   -38.8066
  -40.7140    28.9799   -40.5310
  -43.4166    30.7753   -43.3936
  -45.7306    34.5233   -46.3104
  -47.8281    39.9176   -50.4806
  -50.6986    40.2046   -51.3156
  -55.4273    40.7399   -55.2193
  -54.1350    47.2965   -59.9268
  -56.4443    47.8769   -61.3882
  -62.8005    50.1406   -62.3848
  -64.0229    54.4667   -65.7054
  -68.9225    57.7815   -68.1124
  -69.2068    60.4152   -70.1817
   60.3522   -70.1639    60.1827
   58.2685   -62.7118    59.7610
   53.7372   -62.6684    58.1752
   51.9531   -59.8661    52.4636
   50.2762   -57.7096    51.9501
   46.2813   -53.3844    50.0994
   45.0496   -50.8213    47.2885
   42.4864   -47.8309    46.0231
   41.5813   -45.2844    41.9627
   37.0147   -45.1476    39.9663
   34.2681   -42.0884    34.8325
   35.6381   -39.3159    30.6257
   29.0498   -34.9303    30.0827
   29.0695   -35.1964    26.1903
   24.5928   -32.7108    22.5905
   21.9400   -30.1976    20.1421
   16.0270   -29.3263    17.9400
    9.6731   -29.2673    16.2829
    6.8928   -24.9152    17.0612
    4.3201   -23.2742    11.6464
    6.2239   -20.8317    10.0559
    7.2446   -20.0294     4.4896
    4.6586   -17.9802    -0.1037
    3.7778   -16.4257    -2.7072
    0.0032   -14.8297    -7.6585
   -3.4143   -11.5015    -9.6696
   -6.4654   -10.5559   -12.9818
  -10.3191    -7.2940   -16.5973
  -14.8624    -5.1159   -15.9387
  -16.6648    -1.0268   -18.5034
  -19.3369     6.4776   -21.7495
  -22.6385     7.4070   -21.9149
  -24.9813     7.2848   -25.8493
  -27.9265     8.1720   -29.4289
  -32.0288    13.7940   -31.5825
  -33.0597    15.8012   -34.5852
  -36.2929    18.7230   -32.8021
  -37.5782    24.8746   -36.4682
  -38.3182    25.7950   -43.5829
  -44.0681    31.3483   -45.3779
  -44.9416    34.5577   -46.5714
  -50.0580    37.1173   -49.8237
  -50.5941    40.7369   -51.4679
  -53.5028    42.5083   -53.9768
  -56.5040    46.8242   -59.8536
  -60.4818    48.8424   -58.0813
  -61.5069    50.4645   -62.1831
  -65.9058    53.0978   -63.9456
  -69.1453    58.2070   -64.0588
  -69.9470    60.4480   -69.9983
   60.1434   -69.8895    60.0054
   60.4732   -68.5874    58.6547
   57.5665   -63.6963    57.4154
   50.1939   -60.3713    54.4098
   49.5735   -56.3724    51.5429
   44.9806   -53.7189    47.7867
   45.2741   -49.0903    47.4619
   41.0260   -48.6111    44.7754
   39.5355   -44.4547    39.9762
   37.7976   -44.4719    37.8966
   35.5442   -39.5237    33.2840
   31.5163   -40.8925    29.8035
   27.4524   -35.4408    29.0425
   25.3191   -31.9404    23.2914
   24.2418   -32.3242    20.2513
   20.4070   -32.5417    15.8484
   14.7433   -29.8432    18.3762
    9.7222   -26.0315    15.9889
    7.9040   -23.4874    15.8269
    7.8204   -21.7859    11.2478
    8.3887   -20.3737     6.9279
    7.1650   -20.0864     2.8235
    4.9935   -17.8950    -1.9889
    2.0893   -17.0635    -6.6141
    0.0450   -11.5916   -10.1912
   -2.5582   -11.7041   -14.5351
   -7.7890   -10.7078   -15.5442
  -11.2626    -7.9292   -18.3851
  -16.3658    -8.6945   -18.7145
  -18.4081    -4.4776   -21.3010
  -19.8485     1.4212   -23.1070
  -22.1215     7.2892   -23.6219
  -26.5050     9.2391   -26.4636
  -28.9682     9.0202   -27.7123
  -33.3996    14.1695   -31.5184
  -35.3980    16.7108   -35.0426
  -37.8470    20.8965   -36.9378
  -36.2134    21.4663   -38.6853
  -41.4367    27.1905   -40.7887
  -42.6891    32.4437   -43.3825
  -45.4579    34.9925   -46.4469
  -47.7743    37.2324   -49.3493
  -50.7345    41.4354   -52.4997
  -54.3672    41.8412   -56.6078
  -55.8339    46.9788   -58.0069
  -59.7499    49.3464   -60.7192
  -61.5905    50.9412   -60.9012
  -64.3566    54.7425   -62.9712
  -67.0244    60.6529   -67.3059
  -69.8883    60.4032   -69.6002
   60.2562   -69.4716    59.8576
   58.7371   -65.2871    58.0320
   53.7344   -63.1237    56.2317
   50.9485   -58.0221    55.8965
   47.5936   -55.5669    53.5529
   46.7554   -51.8984    50.2237
   43.4576   -51.9696    46.4677
   42.0791   -46.9931    42.6494
   39.7888   -47.2207    36.2506
   38.4218   -43.4742    35.6531
   35.0206   -42.4915    35.1059
   34.2708   -38.4185    32.3159
   27.1644   -36.7590    28.3606
   25.5400   -33.5361    24.2789
   21.9458   -33.2518    22.2888
   17.2674   -32.4153    19.8504
   11.3568   -29.5252    18.0550
    7.7049   -27.5607    17.9514
    6.6102   -23.6912    16.0602
    8.2300   -22.8823     9.9160
   10.2125   -23.2107     5.6752
    9.9145   -22.8088    -0.1507
    3.7481   -20.4340    -4.6449
    1.8718   -18.0426    -7.4251
   -0.0131   -15.7932   -12.8751
   -2.2572   -11.2952   -15.0331
   -4.4968   -11.5941   -15.0851
   -7.5895    -9.2768   -17.7256
  -16.5622    -7.7527   -19.6736
  -18.6262    -4.8841   -21.4090
  -20.3750    -2.1886   -24.0060
  -20.3703     5.3214   -23.2193
  -26.3284     8.8394   -25.8478
  -27.9997    10.7010   -30.5339
  -32.7770    12.6363   -33.3995
  -35.0005    14.3483   -35.3401
  -39.7237    20.2967   -37.3547
  -40.9318    22.0922   -39.1624
  -42.2235    26.6779   -42.6435
  -45.1959    30.6319   -45.2944
  -47.7691    35.1038   -45.6183
  -49.1127    37.3370   -47.8034
  -52.7975    39.3693   -51.7636
  -56.5959    44.3573   -55.0399
  -57.5454    46.3247   -58.0583
  -59.7507    47.3835   -61.4357
  -60.8026    53.8937   -63.5836
  -65.6445    52.8302   -67.8088
  -67.9050    58.9110   -66.5494
  -70.4320    59.6973   -69.7565
   59.6913   -70.1278    60.1549
   56.8762   -65.2943    60.3025
   53.7573   -62.8228    56.0460
   50.2191   -59.8709    54.8878
   48.6805   -55.5870    52.8412
   45.5593   -51.2862    50.4938
   46.3385   -49.5099    44.4237
   42.3092   -45.7572    43.6374
   37.4968   -44.2416    40.9261
   33.9677   -43.6264    36.1981
   34.5460   -37.3793    35.4841
   31.7948   -36.8552    30.1772
   28.7484   -36.3490    25.6329
   23.8579   -34.6576    21.0264
   18.2328   -34.8853    22.7861
   12.9681   -32.4532    22.4134
   11.1706   -30.0082    21.0286
    9.1932   -27.8287    16.8670
   12.6137   -24.1245    11.0222
   10.8942   -23.7547     6.7131
   10.3411   -23.7511     2.3541
    6.1301   -19.6771    -1.2419
    3.8395   -19.3188    -7.5702
    1.3523   -19.8591    -9.1875
   -0.6688   -14.4627   -13.1856
   -5.3205   -12.2584   -15.2664
   -6.8113   -11.2467   -21.5236
  -13.4838    -8.6028   -21.6774
  -16.8357   -11.1082   -23.7552
  -21.1886    -6.3701   -24.2195
  -24.1475    -0.8008   -24.5768
  -22.6157     3.9016   -24.3636
  -25.2818     8.8698   -28.0029
  -31.0981    12.6350   -28.8825
  -34.4483    12.8152   -32.6931
  -37.2232    18.4795   -37.1667
  -40.6717    18.3594   -38.0833
  -43.9137    22.9147   -40.1235
  -41.7878    24.5400   -39.7103
  -45.8372    28.2777   -44.1396
  -47.8226    32.9922   -45.8729
  -50.2907    39.7823   -47.7783
  -53.9886    38.6137   -51.9110
  -57.2454    43.6664   -55.2040
  -58.3594    41.6996   -57.5775
  -60.6659    47.6087   -62.0099
  -61.6641    51.6060   -62.3189
  -65.5449    54.7582   -64.3037
  -68.2533    58.4939   -66.7841
  -69.9166    59.9793   -70.2176
   60.0932   -70.1679    60.5247
   58.5091   -65.9845    59.3362
   53.5658   -63.8367    56.3316
   52.5047   -60.7471    53.7675
   47.4562   -55.8208    52.6392
   46.0457   -54.2440    50.0652
   43.4692   -50.2239    47.5481
   43.1861   -47.7117    42.5629
   39.7200   -45.2336    41.5599
   37.1079   -44.8676    38.0966
   32.6986   -38.6256    33.9045
   31.0558   -36.5755    31.2471
   27.0465   -36.8651    27.2012
   22.0879   -36.1585    25.5133
   17.1801   -32.7689    25.4510
   12.5357   -31.2254    23.0848
   13.5649   -29.6763    19.4163
   12.5293   -27.3941    14.3148
   13.2828   -26.8438    10.6459
   11.3967   -28.6687     2.8990
    8.1832   -22.2396    -0.0556
    6.4871   -21.1596    -3.7390
    6.6348   -19.1065   -10.5717
    4.2461   -18.8952   -14.4482
   -2.3280   -17.0221   -16.5118
   -4.5091   -14.7321   -19.1235
   -8.7222   -11.8945   -20.8389
  -13.0223    -8.7174   -23.4807
  -17.2266   -10.0346   -27.3623
  -19.6692    -8.2431   -26.0196
  -23.3083    -2.6497   -25.1905
  -27.7750     3.0794   -27.3926
  -26.0266     5.5991   -28.1708
  -30.7675    12.9039   -27.3438
  -33.6023    11.9537   -32.7337
  -36.4008    15.9595   -34.8968
  -38.1882    18.4878   -37.1893
  -42.8233    20.7826   -41.2247
  -44.4813    23.7171   -42.9900
  -46.0379    30.0781   -43.4542
  -47.2582    33.1751   -48.0313
  -49.1594    37.3468   -50.1291
  -53.0136    38.2734   -51.2977
  -59.5276    42.8410   -54.9251
  -57.2365    43.7896   -60.0987
  -59.5012    47.2684   -62.5904
  -60.3791    51.1737   -63.2019
  -65.9938    56.3271   -66.6507
  -68.3559    58.6399   -66.2772
  -70.3857    60.3041   -69.9723
   60.1097   -70.1000    59.2594
   56.6745   -66.9923    61.4498
   55.0954   -63.2473    56.3466
   52.0663   -59.5111    53.8718
   46.7832   -58.1822    53.4822
   47.5408   -53.2309    52.3700
   45.2235   -50.2312    46.3797
   41.3817   -48.5276    45.0892
   36.5957   -45.5131    41.9242
   38.9972   -43.1315    38.4420
   36.7697   -39.2992    34.2626
   29.9187   -39.7175    31.6306
   29.8231   -40.7192    28.6881
   20.3699   -38.0937    26.1584
   17.7940   -33.3956    27.4230
   13.5450   -33.0474    22.9095
   12.5911   -28.9398    18.2687
   14.0764   -28.7771    17.3828
   17.0793   -28.2394     9.9112
   12.6232   -26.9698     5.4371
   13.1426   -24.2310    -1.6242
   10.1265   -23.1743    -2.9412
   10.2337   -22.3874    -9.0174
    4.5937   -20.4345   -14.8705
    2.8866   -19.3493   -15.7424
   -2.9825   -17.0788   -20.1401
   -8.2041   -13.9816   -22.9326
  -11.2885   -13.3568   -20.5061
  -17.7175    -8.4088   -24.1323
  -20.5345    -9.5987   -26.9682
  -22.0879    -6.0237   -27.6399
  -30.1067     0.1696   -27.9645
  -27.1813     3.2731   -29.1520
  -32.9378     7.2196   -30.2017
  -36.5540    12.3539   -33.7746
  -37.2688    13.3804   -35.2387
  -41.4702    15.9799   -41.2218
  -45.1209    21.9152   -42.4868
  -46.5561    20.9090   -43.9750
  -46.0080    29.8555   -45.6035
  -49.9952    34.6686   -47.3438
  -52.1611    35.4964   -51.5203
  -53.7804    41.1877   -53.1930
  -55.1068    42.5642   -54.3775
  -58.7643    45.9900   -59.1930
  -59.9059    48.6165   -62.0096
  -59.4926    51.7916   -61.6809
  -63.2039    53.0586   -66.8358
  -68.6526    57.0931   -64.7806
  -69.6908    59.9505   -70.1075
   60.2177   -70.0053    59.7687
   58.2365   -64.2678    58.8827
   54.8752   -62.7150    55.8714
   51.3425   -60.0467    52.6373
   47.6999   -56.5119    54.4018
   45.4225   -49.9210    49.4568
   43.5630   -52.2563    44.8884
   41.4609   -45.5274    43.8157
   40.3312   -45.3302    39.5596
   37.0198   -41.7237    38.5515
   35.7561   -38.7172    34.9571
   30.3068   -41.1722    32.5097
   23.9070   -38.8490    31.7555
   22.1254   -36.0418    28.1981
   16.2664   -33.2415    26.4491
   15.8076   -32.0060    21.9675
   15.2720   -32.2522    17.5032
   17.3668   -30.4982    11.4685
   16.7709   -28.2729     6.4372
   12.9999   -26.7757     3.2742
   12.7823   -26.9316    -1.7358
    9.2361   -23.4014    -6.5208
    7.7325   -22.5573   -12.4712
    5.4670   -23.8579   -12.7105
    1.6673   -21.1546   -15.5062
   -4.1293   -19.4552   -20.7316
   -5.9414   -14.1971   -24.5233
  -11.0543   -15.0869   -26.8240
  -18.1271   -11.8084   -26.4251
  -19.4488   -10.8500   -26.9579
  -27.1171    -8.7439   -26.3810
  -25.6224    -3.5798   -28.8671
  -29.5230    -0.0686   -31.2130
  -32.6690     4.5201   -31.6675
  -33.0326    12.1865   -32.6367
  -37.4677    13.5096   -33.9782
  -40.8602    16.0504   -38.4156
  -41.4353    20.6171   -41.8815
  -43.8784    23.4908   -44.2251
  -48.3867    24.2556   -46.2664
  -48.8055    31.7768   -47.9793
  -52.3720    35.1534   -49.8330
  -52.8278    40.3764   -51.3595
  -55.2003    40.2793   -56.4119
  -58.1681    43.9737   -56.9836
  -60.8861    47.0673   -61.4173
  -60.1767    50.9695   -63.2304
  -63.9739    55.6281   -66.5608
  -66.8424    58.1295   -67.9053
  -70.5719    59.9372   -69.6774
   60.7633   -70.0740    59.8014
   56.9375   -67.9064    58.0576
   54.0773   -63.3355    56.4688
   50.6349   -59.3206    54.4823
   48.4021   -56.0049    54.4240
   47.1192   -49.7497    50.9504
   45.7102   -47.5646    46.7123
   40.7052   -46.2712    43.2853
   41.3457   -42.6292    41.2474
   36.3789   -40.3302    36.9039
   33.4600   -42.3709    35.1392
   27.6186   -39.9991    33.3055
   23.0707   -39.5583    30.9637
   20.4076   -35.3647    29.8580
   17.7225   -34.1879    25.4108
   19.2215   -34.7244    17.6112
   17.6240   -32.3381    14.4692
   17.3018   -31.4894    10.0936
   16.0934   -30.8261     5.2941
   16.1215   -26.6225     1.4285
   15.8014   -25.9504    -5.8800
   12.5276   -24.6579    -9.1258
   10.3268   -23.0365   -14.3478
    6.2020   -20.7551   -16.9714
    0.1239   -24.4071   -18.9385
   -4.4919   -19.5702   -20.5301
   -6.2046   -17.4203   -23.8698
  -12.5689   -11.5154   -27.0095
  -16.2468   -15.2457   -27.8042
  -20.0935   -10.4337   -29.0924
  -24.8895    -7.9276   -29.0292
  -29.0466    -2.3641   -31.4396
  -32.0570    -1.1113   -31.7337
  -34.5732     4.6051   -34.9005
  -34.2226     8.8251   -35.1860
  -36.9639    12.2916   -35.8426
  -39.0187    15.2224   -37.9475
  -42.5801    19.5969   -41.7337
  -46.6249    21.9068   -43.2977
  -48.3010    25.4375   -47.2111
  -50.2993    30.3865   -47.5900
  -53.9720    33.3623   -49.3602
  -53.7459    38.4360   -53.1602
  -55.8490    40.8768   -54.4333
  -56.1009    43.6099   -58.0732
  -59.8263    48.5376   -60.5407
  -60.8837    52.9916   -65.3351
  -67.0511    53.7151   -65.5935
  -69.1981    58.4321   -65.0981
  -69.2340    60.5569   -70.1084
   60.1883   -69.4093    59.4333
   57.9423   -64.2269    59.3756
   54.1359   -61.1569    57.2037
   53.3876   -56.8845    56.0882
   47.8227   -55.3753    52.9323
   45.9899   -51.4204    52.1995
   45.6665   -49.4617    44.5620
   41.0881   -45.3621    43.7785
   37.0375   -42.3547    39.0171
   35.2490   -42.1004    35.0352
   29.5579   -41.8516    35.0063
   24.9107   -41.1088    34.9188
   20.7097   -36.5966    31.1843
   19.1571   -35.4603    26.6236
   20.7647   -35.1155    22.2426
   21.0693   -33.6077    17.8777
   18.9180   -32.2259    13.8932
   18.0254   -31.0705     7.2770
   19.1293   -30.6892     1.5028
   16.9937   -26.6148    -4.0351
   15.0409   -27.9337    -6.9178
   15.5066   -27.9760   -12.5844
   11.7633   -25.9619   -14.2044
    7.2126   -23.1416   -19.2919
    0.0099   -23.6397   -21.0988
   -2.5196   -23.4146   -22.5380
   -7.3809   -18.6369   -27.0832
  -10.8057   -14.1329   -30.0958
  -14.3503   -15.8741   -28.9442
  -19.6083   -14.6155   -29.6051
  -23.8164    -8.8345   -32.1875
  -26.2150    -6.0829   -32.4745
  -30.1691    -1.9733   -32.8300
  -32.9596    -0.3362   -33.2961
  -32.4621     4.7777   -34.7633
  -35.0648    11.9610   -38.0870
  -39.5578    14.4851   -39.7866
  -41.6954    20.0577   -39.7069
  -45.7280    21.7188   -43.0232
  -48.8161    25.1286   -45.7542
  -49.6900    27.6014   -46.2685
  -51.8399    33.3296   -49.2818
  -52.7001    38.0262   -53.8819
  -54.0648    40.9740   -54.8023
  -55.7887    45.9524   -57.9592
  -58.3618    47.7484   -60.3576
  -62.1594    51.7013   -63.8608
  -66.1011    53.6947   -66.6545
  -69.1535    57.5773   -64.2081
  -69.8406    60.0845   -69.9501
   60.0559   -69.7390    59.7379
   56.8868   -66.1022    58.9275
   53.4114   -61.6807    56.3512
   51.4362   -58.7423    55.6010
   49.1214   -54.2467    54.6614
   45.3567   -50.9702    49.2565
   42.4106   -49.2984    46.6915
   39.4723   -46.5441    42.7977
   36.6721   -45.9996    40.2373
   33.9653   -45.2214    39.4491
   29.4084   -41.6932    37.9233
   24.5262   -38.8789    34.9312
   23.0741   -37.6417    30.4012
   24.5472   -37.9044    25.9004
   22.9817   -35.2302    20.0743
   20.6325   -36.2794    13.5679
   21.4418   -34.3608    11.6658
   17.7113   -33.2065     7.5087
   17.9677   -31.8380     1.9512
   18.6862   -30.7280    -1.2002
   18.7065   -29.3979    -9.1320
   15.9048   -27.0739   -11.8985
   14.5875   -26.4391   -18.0320
    9.2118   -27.8849   -21.9614
    5.3045   -24.7998   -25.8663
   -0.3342   -21.6262   -24.1440
   -5.8110   -20.9157   -26.8944
  -10.0331   -19.0620   -29.6639
  -14.4964   -15.5815   -30.9315
  -18.3392   -14.7455   -30.4106
  -23.9679    -9.6068   -30.8796
  -28.0905    -7.5596   -32.1966
  -31.6682    -1.7828   -33.1266
  -34.6960    -1.6455   -35.3267
  -34.0593     3.5694   -33.9916
  -36.1497    10.1940   -38.5726
  -40.2754    12.3782   -40.0891
  -42.6873    15.8739   -41.7708
  -45.9317    19.5632   -41.8983
  -46.7239    24.3129   -45.0817
  -50.7647    28.4670   -48.4874
